,DMA1_pat,J301,J14
46,0.398482647417792,0.4684269161735714,0.45791612529161496
47,0.7478851797750488,0.5360507258295587,0.5950729481802123
48,0.5262902610306884,0.44326206102159743,0.48885123279275344
49,0.3569175623611895,0.36059781769113763,0.3379743105886679
50,0.34458598385739175,0.3765177127808245,0.356500122219804
51,0.38648727595396987,0.3918853504209468,0.39683577546810633
52,0.42398260659863335,0.3779523518883422,0.4800389553768579
53,0.5236228755034029,0.4660636605899827,0.582513984737207
54,0.6929548547654417,0.6928721954054544,0.680010318161411
55,0.6935696660655418,0.6853536504771245,0.7636558227911006
56,0.7504591808712419,0.7434810257211575,0.8019211098628061
57,0.7900139367535897,0.7166267187208224,0.7224781978419447
58,0.6230801716492053,0.6075104076131629,0.6501609872464379
59,0.5856389169312937,0.5867801602784104,0.5415109976099179
60,0.5614993626893898,0.6288522120256107,0.5468733625670161
61,0.5188590159703641,0.4525224492782291,0.536952526960663
62,0.5024290327114619,0.4865928417993705,0.5007132335159487
63,0.5448338706705543,0.5156665829643361,0.5973212933832414
64,0.5874853932844841,0.5906211632572371,0.494278534352351
65,0.5802047988079836,0.5371174322908746,0.5625331800163348
66,0.517525093107577,0.5997593870475193,0.5511012742624612
67,0.5560122463346721,0.5252613276673458,0.49956332266335257
68,0.563526219951481,0.5478582184676124,0.48059240599410924
69,0.4957716271762529,0.49969596357170926,0.46291433319375364
70,0.4461305825383847,0.43630651985661056,0.4333543980019814
71,0.5915441027888887,0.5488632862022604,0.49843006435302833
72,0.47595192050506907,0.45467989715379703,0.4426604494588918
73,0.391129736530843,0.3605511789768736,0.3734448268407374
74,0.34231029024140847,0.35432339152518805,0.3701476098587671
75,0.3635977359937967,0.3415049377969855,0.3562454804803966
76,0.41990322659947044,0.43242291355910895,0.4062823211860056
77,0.5579244819094017,0.4962278697630236,0.5006259014886332
78,0.6577944191723991,0.6629596689274996,0.7165778763482755
79,0.7345070913657483,0.727278598465839,0.6652703430447403
80,0.7810005537753378,0.6829049871412086,0.7267945765020487
81,0.7216863581281737,0.6756002717649657,0.6210333268562874
82,0.5699251579217345,0.6092300965149594,0.592645038796266
83,0.6042932126491746,0.6299648022097291,0.6250302159076196
84,0.5823049383172376,0.5774184729584497,0.5888756603477919
85,0.5060524554606679,0.5390046203968418,0.5039754411650111
86,0.5090838853383114,0.5785015980064506,0.5268297142037253
87,0.5711502122761426,0.5823797743067148,0.5074312086420323
88,0.5419659609699391,0.5521138768115024,0.48942826384820154
89,0.5956136460701196,0.5966310609514094,0.537010114176107
90,0.5441261426900952,0.6055135156090099,0.5287385620449769
91,0.5201221208604322,0.5862695061641381,0.5073681207375422
92,0.5036263979760164,0.5168998159680267,0.50972298116759
93,0.5268194709003099,0.5067575001129947,0.4644009173160246
94,0.4044030482808721,0.4163031428261162,0.3992893369439548
95,0.5863832405688673,0.5293156791650607,0.5626398144584467
96,0.5536891895043414,0.47635464073219497,0.4785803870071734
97,0.387118018578864,0.2958427856428286,0.36706882733295637
98,0.36464948012139003,0.33384401220378557,0.3465245072617232
99,0.34316311876039396,0.3702081862399498,0.35273600558744883
100,0.38016790450717647,0.40954501393532083,0.3736108985544478
101,0.5409415130617828,0.5502200506323411,0.5422572949842366
102,0.6139935383231983,0.678928289702616,0.6220185851862062
103,0.7765151117513538,0.7482188329211688,0.7133895166423997
104,0.7898682274251692,0.6988267068060281,0.729367924170085
105,0.5899602969237061,0.6761666875118371,0.7260728140335531
106,0.5470114880510467,0.6243942811539716,0.5789941967675745
107,0.5917756782411802,0.5744124512495508,0.561010810767563
108,0.6251638846169414,0.52750111498914,0.5988737207916535
109,0.4863077350126302,0.5219242246581837,0.5251258965579549
110,0.5346246588242465,0.5654988356549815,0.5272280472293134
111,0.49928834628775415,0.541112985797699,0.48991398773473516
112,0.578818889179906,0.5424857452464901,0.5178471080387738
113,0.6119941471411607,0.5410645247334217,0.559754737657007
114,0.5271747393526234,0.5568613094748651,0.6276565196231679
115,0.6225743650107732,0.5589641589697871,0.6277428883581094
116,0.5803824922758692,0.5783833359309702,0.5770837052010932
117,0.47639803197769715,0.4683783045572007,0.48588601304186163
118,0.40648532769683043,0.40883693549998695,0.40597149487925704
119,0.4528944030691187,0.48580276260068694,0.5963928205679264
120,0.4534813623490155,0.4647443217275043,0.47043264952457237
121,0.37306218734464364,0.36120291981706776,0.33465374956259175
122,0.35682826325686173,0.33439040396297265,0.3272263077271128
123,0.3849664001122519,0.37497598583196795,0.3631503573482604
124,0.4523857175764186,0.41176176578825757,0.47188216282635465
125,0.6196602705098305,0.532730327077782,0.5814118215586926
126,0.6446172560311884,0.6950880873182481,0.5980440478611536
127,0.7002545312690523,0.6714452652006052,0.7263040658753208
128,0.762489762996885,0.713629756566257,0.8096139891576475
129,0.6260073859148703,0.6355486984453971,0.6131743411085487
130,0.6141911852647498,0.6176664531598292,0.614507553716951
131,0.5791775588521058,0.560664236469595,0.641881117237574
132,0.6134149674836654,0.5942643792454041,0.6327926446162676
133,0.6002132812528506,0.6256842428441162,0.46308889586789287
134,0.5634674856422787,0.48671657566325655,0.47494059361426266
135,0.5256788863531598,0.5261075261910035,0.5079230425030438
136,0.5903793318466678,0.5314306836934017,0.6232311544941964
137,0.572552303399247,0.5890140211573487,0.5672179871236476
138,0.6174389698394807,0.6631313901579196,0.5920216594525575
139,0.56349336276164,0.6293147204646964,0.5735347089585331
140,0.4699260333209193,0.5746970697337199,0.5060123651527931
141,0.48415140898971704,0.49115637398571366,0.45667512475765937
142,0.43440678487543594,0.485140341834065,0.3989041046046091
143,0.5138932819222801,0.43064812892033344,0.46122433437334065
144,0.4359228706654722,0.4889232962205033,0.421663192506282
145,0.3700936162403579,0.3719914668491539,0.3664901505832647
146,0.3536115996274808,0.3167792016925143,0.31184437442368973
147,0.38128075291973373,0.3782438150261866,0.3912428301746713
148,0.3947642072575579,0.4111468323383972,0.41024988896616943
149,0.586322988830449,0.5138967646164346,0.5568390953543444
150,0.6647603407355566,0.6561126135419657,0.7284991571487609
151,0.7457173568397948,0.7099967564947851,0.8144529065548181
152,0.753474557065219,0.7746519467558187,0.7975171170484552
153,0.6662838770333938,0.6023355978679386,0.6551213036177468
154,0.6416333783917261,0.6219813892740346,0.639935871038926
155,0.6611808252635768,0.5561304728951575,0.5863661002704865
156,0.5447412974616058,0.5363017018919294,0.5934632072283849
157,0.5257518712956939,0.5019810040810677,0.5597052278594901
158,0.5409628639225387,0.5238433427118081,0.559926507506502
159,0.5266598253646262,0.5291798848297894,0.5797374810119397
160,0.5835419361619623,0.5385578777618293,0.6002922411231846
161,0.562429604938804,0.6297039196129802,0.5221216222107381
162,0.7226407424887277,0.5723970216352164,0.5551255070689198
163,0.5500884177761505,0.6231972335447378,0.5202688517203408
164,0.49239544418857206,0.5310514963534496,0.6075189014118852
165,0.4781699825704631,0.48910206142652146,0.5093271238687554
166,0.4512072777917921,0.4517660765372159,0.44439398568255983
167,0.4572861805677632,0.49382945377487564,0.5423188907794895
168,0.40757584762787086,0.41482532078891265,0.4595069985770161
169,0.3795147022135119,0.3556138472591877,0.33848742718123004
170,0.3382978587873064,0.3253061073786768,0.31975509570217414
171,0.3807644543793806,0.3687726406571013,0.38622970293154696
172,0.44351683333487285,0.4150047043647561,0.42415908694233967
173,0.6162220012695718,0.5517457576053992,0.5003014080304871
174,0.6842232748063006,0.5987165197474151,0.6540138827594537
175,0.6767100742560161,0.7140993644147986,0.7868260800113651
176,0.7207208136759208,0.7873755316354294,0.7540311608403647
177,0.6899656178253595,0.6890379603050094,0.6429130842307689
178,0.6891312511804722,0.6593004287080433,0.5636301212281166
179,0.609374315554233,0.678505651148913,0.5505056732768181
180,0.5132052089902418,0.5826315782393332,0.588430779053621
181,0.494711222093305,0.5294616805761436,0.5010098278596742
182,0.5569344343665067,0.4944088706477523,0.5424650443978298
183,0.4716267905530772,0.5517514769513865,0.503171532988488
184,0.5397385494675847,0.5043162184408935,0.5748083581852361
185,0.5824816909996385,0.5480222498040759,0.6540565182122903
186,0.6168893111964631,0.5977439619713448,0.6511926639914319
187,0.6156748531747028,0.5706552855546978,0.551219200505356
188,0.541094688670284,0.5011592065367841,0.5365193642562167
189,0.5137769296239079,0.4980835918430239,0.49263203538603484
190,0.47259812833703857,0.4845875094703669,0.4530852681932121
191,0.5562569411053402,0.459268785228869,0.46208595947379866
192,0.47054120003898964,0.4165169324401532,0.43525644734224517
193,0.34118211265218357,0.35406546553599094,0.363679046559148
194,0.3114982555015996,0.3109910812035692,0.33242159361514906
195,0.3995876824462671,0.34513805448364776,0.35122378274228155
196,0.42834856670687177,0.40906534043070053,0.39303138510424185
197,0.48647092747739906,0.4597194465668243,0.48153746235503453
198,0.6533548020061454,0.6306210889889896,0.6141174997031413
199,0.7354988366478785,0.746897383577439,0.8079639124054945
200,0.8038049880925369,0.6888872286568859,0.7436332080123683
201,0.6352271704078504,0.7145499111379041,0.684794157617251
202,0.5916561957725702,0.6200975106808432,0.6277304919053314
203,0.5639068121486163,0.5587978668525251,0.596040466062679
204,0.5261016829560886,0.5663984450354398,0.5687689166236245
205,0.45851218571352087,0.4936798798949067,0.44597217663321276
206,0.47225965728333646,0.5476689262301588,0.5083147352634053
207,0.5188891181491827,0.5588691375223132,0.5692082590125676
208,0.559685887602353,0.5032157248856872,0.6093316132835683
209,0.5629226553072654,0.5479934367489535,0.5468795052361791
210,0.6005197110886936,0.5598561147455001,0.5349066957048261
211,0.6035092582683136,0.5672765208941314,0.5699883940869609
212,0.5005044514472625,0.49099696042883884,0.49993410138995503
213,0.4637752807826055,0.4737179068754437,0.4187513997829088
214,0.42447751838559605,0.440013620261731,0.4717887282723804
215,0.45542104125872956,0.4183607321077763,0.5837614966314608
216,0.43300328205936367,0.38987259941406166,0.434113642355969
217,0.3445737854508441,0.32496137161226296,0.33993995203364386
218,0.3262463266652994,0.34692728999619044,0.3467973537542384
219,0.3729814993618351,0.36591205265987536,0.3640039342919464
220,0.42244555820937396,0.4126091088608287,0.3849864851085723
221,0.47970215652155906,0.5473845851044025,0.4916686791701996
222,0.6186211146063758,0.6302167871555721,0.6999808173443883
223,0.7933933742465785,0.6906710140260804,0.7495377163399786
224,0.6704283076026868,0.6698156173677084,0.7805119523126736
225,0.6137926590642558,0.7058155476487179,0.6869458642112878
226,0.6309906766449636,0.6585227113544815,0.6205246534416445
227,0.6050716663701315,0.5430470571485047,0.5694645119823701
228,0.5851900262823467,0.524169116048173,0.5516518976706186
229,0.572146823767146,0.49830524053599246,0.46146794919100564
230,0.5296353769115825,0.5068149548929094,0.5064882564116127
231,0.5506298165522561,0.5979560517241569,0.541813407753042
232,0.5485878353062568,0.5314921408700216,0.5820001348473343
233,0.547447676373912,0.613451758573692,0.5522825011909548
234,0.6261198385426331,0.577551546881075,0.5456139019048637
235,0.5416896713469496,0.5521965484323679,0.5320168801622551
236,0.5343261577864129,0.5030203945797793,0.5115048281499546
237,0.5037935691093435,0.4849035018223975,0.5045280045127745
238,0.4397639407554644,0.4229582467104552,0.44531924571287096
239,0.6798176704500006,0.5658048648525698,0.5355041345315265
240,0.4715348230541439,0.469634489176239,0.5559112601778291
241,0.35476597736630827,0.3603450741205636,0.3441784579774183
242,0.3399357597992539,0.36251267686299066,0.3244460638162417
243,0.3854185764190562,0.39191578843075836,0.328330251136936
244,0.44689929432561926,0.41797146315646244,0.3992906178314228
245,0.5612192839859383,0.5574428174827887,0.5864816371576336
246,0.711597781804397,0.6568907034080141,0.6952539609298232
247,0.736844617371114,0.7953511253493801,0.7309854209059498
248,0.7425464735417421,0.7632812038324978,0.7463592144023039
249,0.7160984322848403,0.7294882896300474,0.5996895170100758
250,0.6772384685507978,0.6628549996995456,0.6682011456758875
251,0.6457094917589523,0.5731683570081743,0.6499977513253877
252,0.5424033316083015,0.6263182388928643,0.5981430824077566
253,0.4629818421040219,0.6090183050218029,0.5256518317324186
254,0.5127117032774681,0.5350129596026401,0.5101689261880243
255,0.5734554404909885,0.5984433456163967,0.4973520289691378
256,0.5238014656887795,0.6042174416500129,0.6009555195539168
257,0.4883554708829908,0.5577278311518403,0.5342482508953551
258,0.5840377562665282,0.6165667582427592,0.5815488483678299
259,0.5706681709841264,0.6087002748644481,0.6068159718921341
260,0.5280807963302857,0.5007193656496006,0.54752317431371
261,0.4732752525210716,0.46523118930166313,0.5629201389555266
262,0.42805784154407495,0.37237973085546344,0.4490260762790889
263,0.6199262881547984,0.4994883890877666,0.5256082549273707
264,0.4675229558461766,0.46783766038747443,0.46363102096773867
265,0.36598074211343384,0.35727945927586346,0.3892011231515326
266,0.36684927280655094,0.32988564879225435,0.344879916312506
267,0.374513739446128,0.39049556073433617,0.3576151555356209
268,0.4084934603363077,0.4329369462764799,0.43303731817317676
269,0.5182415378962606,0.5312441356149442,0.4832803787297544
270,0.661429513080366,0.7068215871887151,0.6388697895976267
271,0.7459159801515829,0.7351997769536971,0.6820439193343332
272,0.6466137424565002,0.7328271171037117,0.8251477344307468
273,0.5955235361955551,0.6384260556015706,0.6696162887432479
274,0.6297876179683152,0.6269931577971188,0.6038186340456368
275,0.595088830298202,0.6147434777206746,0.592402497677999
276,0.5954771521814956,0.5808310082076845,0.6159871771700874
277,0.49389234975534874,0.4949294331491645,0.5512684412168121
278,0.5093540958421637,0.5058611281115003,0.5435058191525496
279,0.5471242450940267,0.5425945376802789,0.5311910612421578
280,0.6296449975665572,0.5351745354200946,0.5403241896161609
281,0.6011355786209006,0.5370901260363163,0.594470968265387
282,0.5569228899162464,0.5872655768698314,0.6094294472292535
283,0.5228174678296944,0.5326452562982693,0.5815942422625602
284,0.5138633468091761,0.5861038996549875,0.5483874311321313
285,0.5015935082757016,0.46766833994742274,0.45086397016566887
286,0.4710469922030458,0.4028528096834115,0.4025838147327715
287,0.5709968625725695,0.5153411473924981,0.5573876460103283
288,0.4524788493111885,0.43985338734672247,0.4667960937919918
289,0.3487539083117025,0.3245048089145129,0.3492195522031319
290,0.34826272586098944,0.3256536430747224,0.3600662080965846
291,0.35135025359095334,0.4020878029029662,0.32852377636326957
292,0.4255860486667134,0.43339266699598994,0.39160360852999154
293,0.5520180662466686,0.5099387011336572,0.4919932876676842
294,0.6615085862864648,0.6231198438758777,0.6952230089735514
295,0.7782565935767287,0.6542440633610982,0.7504917698008813
296,0.813637852414418,0.7706205060129125,0.70315505400706
297,0.677786989030068,0.6010574926751341,0.6590092959727721
298,0.6078946770688516,0.6156521834744297,0.6509003854270418
299,0.6288338804253507,0.6312064465932694,0.5752851365794646
300,0.5639548256552492,0.5973131028247501,0.619359027781932
301,0.5076708083674026,0.514682305722155,0.5405305480099876
302,0.4663519249762499,0.49113463740380864,0.5400539028326481
303,0.5295216953089327,0.5127042230417242,0.5240297615619368
304,0.5723408312319026,0.529432494715282,0.4942724351633186
305,0.5424533163947843,0.6161483272276074,0.5930088021511637
306,0.5877309999397672,0.6369296111690759,0.5547182594714284
307,0.5163358382431876,0.5631160647730388,0.5977183087899831
308,0.507308709102164,0.5134002120235537,0.5156625534143289
309,0.4842092907051223,0.5362307227947991,0.5116056389166218
310,0.4503458047361832,0.45456374218492945,0.4527001660405457
311,0.5367970530216009,0.49809721656204,0.5465461857510144
312,0.4718302256581838,0.4498946413357333,0.4637422914388321
313,0.35110299918422583,0.3355920497639861,0.31839902039813944
314,0.38010318543398336,0.3185781163836926,0.33471289032495266
315,0.3710864590716089,0.3334803805584009,0.330439666674213
316,0.45175757651433357,0.3801490501132583,0.437233703025216
317,0.5492752546816444,0.5235885802284529,0.5737958866783287
318,0.6905548572449695,0.6381210475655964,0.6929500315706774
319,0.7504568456587785,0.7819373648963872,0.758132662970599
320,0.7771674453106461,0.7407622605021705,0.783277435470504
321,0.7076328172662708,0.6775635481664674,0.7299496126740064
322,0.6073583758011688,0.6520132755517667,0.6986904634349685
323,0.6284747069849455,0.586236649858515,0.582723954005158
324,0.5084127479215796,0.5437497317539127,0.5732064625906697
325,0.5103668099115793,0.5077963424270642,0.5921198422024353
326,0.5114162551706031,0.5671102765398184,0.5694065806748232
327,0.5344716448202512,0.5276486398647523,0.6574757971035029
328,0.5882718732937847,0.4936199089082645,0.5155168569349647
329,0.6149428105655588,0.5837967222353275,0.5937764781608135
330,0.6297725446450934,0.607338862353619,0.6024399114102919
331,0.6021284421151798,0.6628174319621584,0.5846331583262749
332,0.5669434161630978,0.5530809144658558,0.5468608256368781
333,0.5143757677841316,0.5176503351402938,0.511693017169303
334,0.4287888063651884,0.49864626775818055,0.454396600414556
335,0.6226464813791662,0.5200522997419474,0.5162759313670369
336,0.5168513789970228,0.42401053006333017,0.43684590802549395
337,0.33947991675614214,0.31343589472912947,0.32347495641458607
338,0.3213651316912381,0.29906779253026794,0.3346947431179642
339,0.3540615277774974,0.3508691451392239,0.34890887139432253
340,0.44509565041476346,0.41504679817974477,0.38882941998226367
341,0.4992566003706816,0.5109375369118045,0.513241974465965
342,0.6330856261810645,0.6648670832551254,0.7020733990091141
343,0.6992796811362796,0.7186200155850494,0.7768434850966851
344,0.77405175736902,0.6605897647920443,0.7365837236750202
345,0.663135375852957,0.6346761625194193,0.6539059962633015
346,0.5967705593245206,0.6121819961860818,0.6062892282010779
347,0.6240723361474763,0.5518211739763068,0.5597598628048466
348,0.6214899485682934,0.5232383899100451,0.5687836442706217
349,0.5053043024805861,0.5073499137113812,0.5263174561894784
350,0.5227624643066936,0.49778086511959946,0.5684049032065258
351,0.5714270001099466,0.5858307814396266,0.4997153826633079
352,0.6060133609971535,0.6037050970797144,0.5509851148013951
353,0.6371199474379595,0.5639785312321197,0.611505698924045
354,0.5193312587203442,0.5978885399151009,0.5727765427896204
355,0.5684799891303239,0.5260177966210855,0.6175227787373818
356,0.5393254756329329,0.4772325519305138,0.5273475353910272
357,0.492817734379095,0.4281867603309664,0.47208940268512734
358,0.44266203345544325,0.4095221761859579,0.432733413423637
359,0.5947282697829677,0.5630177907756478,0.5026070906349197
360,0.483407591635425,0.4833813797149866,0.4169891753580566
361,0.34447273815502094,0.4077773294788831,0.3544659163417076
362,0.33406329524111267,0.33877982974628146,0.3309346393074025
363,0.39022557423294696,0.34234698850034406,0.3330381932946379
364,0.40678162479410074,0.43300903625538,0.4599626400144073
365,0.544326737273619,0.47817655096418304,0.49446805362207474
366,0.6662922257983771,0.6572635816751203,0.7177428534992971
367,0.7201470449200706,0.7216293668226418,0.8827712369101179
368,0.7118125288751689,0.7355725060122117,0.7494538243833881
369,0.6993801083141945,0.6254890271275516,0.709872800625791
370,0.5863924716787215,0.6179834639664946,0.6003962468995989
371,0.6000068359625866,0.6076135202467647,0.6356047234623775
372,0.5987579274683619,0.5711684831052057,0.6018026661319757
373,0.5279996878765743,0.5399477565571594,0.5472715760028398
374,0.6340838523944202,0.5868900104261672,0.6129686638717358
375,0.5412885288685704,0.5612577866910841,0.5278821686218597
376,0.6334755948109851,0.5301720316652021,0.5804099711312287
377,0.6212051003508623,0.5504055547979088,0.5768472169257569
378,0.6196085298771006,0.6268567350282759,0.6108364194628875
379,0.5751712554720712,0.5412565741732979,0.5829896426605358
380,0.5354688225319054,0.49382142742175494,0.514505534231718
381,0.49420331242889143,0.4596800108245395,0.5152590098288417
382,0.46143967072123776,0.3922178032001036,0.46290303912087283
383,0.5598147786517296,0.4855826458306867,0.5229211583594869
384,0.4872467848201482,0.45629701169622505,0.48548491907247954
385,0.37308572888745917,0.33787427020901273,0.4086216615368173
386,0.37927297492585477,0.3800738091080184,0.3860139317868981
387,0.35560556303316704,0.35506788722716265,0.3472351279482401
388,0.4308937247626161,0.3933957483493903,0.4074522593616941
389,0.5248408141173111,0.5030772714588251,0.49479962036795916
390,0.680702253780187,0.6274504464920501,0.7276048621325945
391,0.7123267802016015,0.6479142531104304,0.7746228461542728
392,0.7051549646711552,0.7683838872020691,0.7712123827791907
393,0.614060927862902,0.7044894066010928,0.6921782929887444
394,0.6162285499484595,0.6929888254566406,0.617240960169446
395,0.6719584511361151,0.6347828897000289,0.5838494232662526
396,0.5093086902094431,0.6006767435679923,0.6015710013482608
397,0.5043153333937809,0.4708783845216075,0.528056817158056
398,0.5415596910712522,0.5036044468603326,0.5752474005756039
399,0.5206127050122178,0.49993845115525176,0.5525918899564306
400,0.5199067694396041,0.599537241186531,0.5553384090958223
401,0.5823866881162609,0.5703094621191378,0.6429421520754074
402,0.5793592002276637,0.5518816940424873,0.5359899987579241
403,0.6154167040140394,0.6032743390030425,0.6247519256434833
404,0.5561026450621106,0.5509037657863156,0.4748995570309912
405,0.5581713875679423,0.4766861631128797,0.49637675780703006
406,0.46621087619191526,0.4756415837690841,0.4497463456751153
407,0.6867269575189737,0.5511502404273646,0.6033608977886936
408,0.4882427422295304,0.44738510883761884,0.5435394163928974
409,0.38340298437074927,0.3513271836089539,0.3531771600934357
410,0.3420156714102583,0.3255269259267529,0.32931796162306226
411,0.3735358804878607,0.33890056988825873,0.3252869891958203
412,0.4056942160779947,0.3929947235619869,0.3918062917485985
413,0.5211060920691829,0.5411640136805964,0.5434766673070394
414,0.6702635143795758,0.6947574605091142,0.6009704915551651
415,0.691174074742345,0.6516352766610992,0.7173017498083161
416,0.692963207383972,0.7216236875455639,0.7927726618220713
417,0.6444340281305777,0.6755887105922991,0.6846619316521388
418,0.543030664013191,0.6453885043893655,0.6525452480647078
419,0.5668006431795121,0.570534302904662,0.6516228856533214
420,0.5152071593796654,0.5299625971830184,0.5506586137801592
421,0.48874282864370056,0.5482738143076243,0.5085127977377789
422,0.5674509630119525,0.5395686050555462,0.5375144910777218
423,0.5906954854769175,0.4894437835387864,0.5385786841812371
424,0.6487785974650897,0.5959826705794883,0.4900954386564864
425,0.6752375255526363,0.6470408054233611,0.5892869239155932
426,0.6059175105077408,0.5556307763290406,0.5627622848836088
427,0.5534255414574183,0.6279168214413736,0.5769318554718535
428,0.6434820589012781,0.577606704428094,0.5748224575502016
429,0.5111108065983997,0.4816471305308636,0.472766133259542
430,0.4956329630052346,0.44569064583688306,0.40087641603638857
431,0.564972795507598,0.510372593840801,0.5755715193952892
432,0.5054302191558927,0.4831092813196551,0.4615840898425309
433,0.3610172592237803,0.35391256471161286,0.36744018895412345
434,0.36489457285093946,0.3702856287060487,0.32884640282480093
435,0.3429276391768547,0.3374773497397999,0.33846575236825394
436,0.4550891690944573,0.39587628647691697,0.444625632388744
437,0.523004081110393,0.5168601474759631,0.537022878360855
438,0.7360205070146698,0.6677040637874663,0.7699925716662507
439,0.7242712189224723,0.7300444214771916,0.746141454736793
440,0.7665545363062816,0.6773650587616833,0.7110999375427669
441,0.7862735459576035,0.6558219494844043,0.6555638200491037
442,0.6567586020961785,0.6575308792939499,0.5683629227519983
443,0.5747152725917019,0.5823596126954824,0.610969716084585
444,0.57201390332195,0.5391423907802948,0.5556146726778117
445,0.497292178065341,0.5103992421280085,0.4887320933882624
446,0.5117529208245438,0.4932158796979261,0.5116678847962159
447,0.516005450258653,0.5585492230651111,0.5123151905316329
448,0.5563005478656843,0.6008269924904505,0.5437746438927066
449,0.603349513690713,0.6162511439098974,0.5841341133438726
450,0.5153059202069906,0.5717406873719083,0.5708231695965739
451,0.5638055186890474,0.638905142419195,0.5419029314512602
452,0.5433599423466661,0.5534208062555397,0.4929906525243015
453,0.5309697421911691,0.48049233333510183,0.5058269360354892
454,0.3977533022151175,0.468881320462219,0.4114928808484211
455,0.6224273343193291,0.5364177970797244,0.5237453334579034
456,0.49391257552790413,0.4361297102301099,0.5018695093665027
457,0.32107671571495905,0.3363494913760007,0.33723008981163183
458,0.32914067598814456,0.40093896726204964,0.34090038016136137
459,0.3781749967538007,0.39106719785917193,0.32714300873873003
460,0.40167356136786864,0.4417885157231795,0.4360311588977477
461,0.5009892538616909,0.46834899661358886,0.5111823090791318
462,0.6390678384874755,0.6397797922404522,0.6697165689463481
463,0.7456437840862642,0.7214396885150669,0.7292985357493652
464,0.7684449509285115,0.7168220901394705,0.8167423864681107
465,0.6610027039511698,0.7508620720017187,0.7248160256602917
466,0.6105367529287917,0.592468844989069,0.6040388218228459
467,0.63150280857819,0.5587962341207912,0.6089487135255316
468,0.5555622342054486,0.6035504293212075,0.5725075577639864
469,0.5196434496105277,0.5222121507992254,0.5999243820071389
470,0.5451036192428256,0.5503185149156302,0.5648549747860535
471,0.5252061445109699,0.5495644289691021,0.5641211540819024
472,0.639111241901255,0.5255772112072733,0.5251314778273107
473,0.6223133887467683,0.6003997998765702,0.5551615806629129
474,0.6007674428439318,0.5615766701091958,0.5985619018672061
475,0.5839201701117297,0.5731673043131318,0.5883462422853265
476,0.5785085798267218,0.5539720769648019,0.5464513278364527
477,0.4678332940340504,0.5021047501185357,0.4655083844944363
478,0.4278293374988459,0.4769157297334921,0.4145015208478718
479,0.5063304035283247,0.5395982393603622,0.47154927524556706
480,0.4775261869769393,0.4468173933790771,0.44492480574333276
481,0.33299703737117675,0.3577748060332795,0.32471690972548856
482,0.32829894260161585,0.31274210570848077,0.30476043777825756
483,0.3874073356715074,0.3542579687307768,0.35853984530601085
484,0.415350883571163,0.38089989121807066,0.4082922480994265
485,0.5654607631467966,0.5528931966007714,0.5170985310030337
