,r1,r2,r3,r4,r5,r6,r7,r8,r9
11,0.14909437505877524,0.17366360723366792,0.2004770951850907,0.06799403664340985,0.18619120401882822,0.39007208819015876,0.3457099351557695,0.17172716220092527,0.22654582187375155
12,0.11577368268048954,0.19690258608390612,0.19488995708390525,0.049866608535426606,0.12393319596405175,0.06228638628854138,0.2678156037526893,0.02867100040757165,0.24498890300901763
13,0.07954639924168777,0.040559619763519614,0.2775020973176319,0.2178454948221662,0.3193393858862285,0.20941573887987563,0.1842846179105658,0.10609100400076038,0.0933890509926806
14,0.11932393265832102,0.3012152799753212,0.19439536586596054,0.2293420901110335,0.24607770254178066,0.19753251461080193,0.22548946969555056,0.39119876105603935,0.24201775263423256
15,0.047606737120777516,0.3138062273192133,0.15282374842393556,0.35323923276751745,0.3675366755471997,0.012744351299814828,0.1384948063706643,0.24165918413727938,0.286640520983523
16,0.3836037725681978,0.26262952010115664,0.19565303368763404,0.2817911840637359,0.22719334151539908,0.024931485029687152,0.07200495892720184,0.05687984813943642,0.3214871652559822
17,0.2672357281034009,0.11469135433384628,0.08491204577536116,0.29452040443658234,0.27232981303112225,0.16008564146437718,0.14356616521583787,0.21873086814338388,0.11042222158399528
18,0.4338781736794857,0.1362370158907633,0.21243620338975583,0.15032228738006453,0.06615892389497441,0.03387260774667348,0.031054360192075504,0.2747769940199916,0.1267444319496564
19,0.09582503871569809,0.0837232341350412,0.24794148806086794,0.22649515141053014,0.15244258497354068,0.17510407368512523,0.10959922080090091,0.1778121693145145,0.1982101170738227
20,0.12689664459197125,0.31896790482013376,0.26730208112529263,0.2694775094015444,0.2212892226249374,0.25202597758861334,0.3734918474844773,0.188223506907498,0.06798282919651749
21,0.22286070485879395,0.2382399204755192,0.3568642849554934,0.21282181165969244,0.061930279520704686,0.08785529785608569,0.21833992298068752,0.276667965766036,0.04575995443743502
22,0.3467067619941187,0.1532669437678115,0.20726868156140776,0.42770596193662513,0.38780989792626674,0.4177548965088522,0.2262560718071218,0.18300644451705805,0.2006566225997895
23,0.0717984504895501,0.14470845950842257,0.19132479847188094,0.030896348821555567,0.0771401144209249,0.2872794839334139,0.006165953697951135,0.04763505806108463,0.3848212931609309
24,0.09712355439637893,0.11370453660131252,0.08981354986628728,0.31556186472415004,0.30386442594472796,0.15992888493227764,0.18109919594814833,0.24763620136788836,0.04400772331994024
25,0.08410089378773815,0.1737410424581641,0.16950165129254002,0.2590990350143419,0.33229667881223196,0.1652706904413414,0.15003921645443608,0.34196591464622206,0.03932866897981851
26,0.1473718424591015,0.2475836787381437,0.20398177734284118,0.2045609163457576,0.02201606587162353,0.1721300255560393,0.19405997292661822,0.2033015988839281,0.12192788396545509
27,0.08744241284222844,0.02635333273495896,0.10761448953525828,0.33129166504642577,0.06083693565454196,0.18652142847377345,0.23253205230003782,0.25891186582877773,0.14663633326213749
28,0.2048690842611744,0.15707796262181498,0.1771858257563895,0.10276946512308005,0.27474398901958635,0.3907810255932606,0.08577767352588826,0.16113588085425865,0.17902077750417644
29,0.23509075848216898,0.2804453965554323,0.21430730980584106,0.22441250285523268,0.04742759046117791,0.2473143960510368,0.3856971172906829,0.029298144315292894,0.10055682297105162
30,0.18312522121431188,0.3408984477491296,0.08903091723279681,0.20700453034301802,0.16088985314495205,0.1262296853716485,0.20379748997080807,0.121662098862002,0.13469528889864957
31,0.32040975992519866,0.18879519997149616,0.20738084579398078,0.06275747449888934,0.15913285472302016,0.08105413011861282,0.2990791043123002,0.14253214723132202,0.1746420868168929
32,0.1340924523075181,0.07666220037265693,0.053915372078978424,0.12617547952547306,0.17669299144512066,0.35254857047355037,0.5735582519309574,0.13229953377636808,0.44153945347167195
33,0.1966319018478303,0.1982576285848933,0.13707382741897842,0.20640126786926719,0.2996856446708609,0.40089873448452906,0.29066466273386987,0.15539625654785083,0.2454510202721635
34,0.21364184606362413,0.10633722272885378,0.1349383156436157,0.20646800545011673,0.2250805580688752,0.13737048714039166,0.2390561445346103,0.1765339530454608,0.2015727145625903
35,0.26408874179551056,0.25999598911166444,0.33966050296618233,0.46367991182683,0.25283882688685266,0.22517476645632986,0.2982000043665688,0.5163514204056254,0.251329173072105
36,0.26034040557026067,0.1917931474640215,0.27835589331504934,0.18058953747878956,0.2903665777839436,0.24592347017383567,0.1376274164442366,0.40480119397472114,0.05014023863887696
37,0.3199517287970292,0.0997930703700122,0.0827809519080068,0.2746372769476808,0.0943917809838139,0.2937129593434955,0.10119272410112037,0.29402039500900135,0.10328189462405704
