DMA1_pat,DMA2_pat,DMA3_pat,DMA4_pat,DMA5_pat
0.62326175,0.648875808,0.646542447,0.603495269,0.623726757
0.632329148,0.617500342,0.621388313,0.569230708,0.5844335
0.560111451,0.600792701,0.579066073,0.488115905,0.58421845
0.493179107,0.511952086,0.573665508,0.509620455,0.49507098
0.515827742,0.484323698,0.530678008,0.513348111,0.545938234
0.582343015,0.530148146,0.491398492,0.548430878,0.576364669
0.565469713,0.621837868,0.50911801,0.588478857,0.516588411
0.625229127,0.655057688,0.611498319,0.569890593,0.535254171
0.564383717,0.51225897,0.50329912,0.536749263,0.622334765
0.553054666,0.535331704,0.56944482,0.564214977,0.486517843
0.607844282,0.559230774,0.49535902,0.508454044,0.50169879
0.51563928,0.464576141,0.477634046,0.495299333,0.49021427
0.430146791,0.411609494,0.384401932,0.407956886,0.45729416
0.53398333,0.560570717,0.478888702,0.487879125,0.527234567
0.447160701,0.463202712,0.427439401,0.435934448,0.508188889
0.350673104,0.358346938,0.38209124,0.331032153,0.384562604
0.351477969,0.338984293,0.307074525,0.358278328,0.362790279
0.350105215,0.373934398,0.356010887,0.334272904,0.377538626
0.451188115,0.456241869,0.445461526,0.408096835,0.438231008
0.517611638,0.542183345,0.514325345,0.575358987,0.520305745
0.688147509,0.653553619,0.657760522,0.627995826,0.651875441
0.764132512,0.774571803,0.772380281,0.723078355,0.789742366
0.712091073,0.728906632,0.816502387,0.742027536,0.66932621
0.580851325,0.697779936,0.701767365,0.655930245,0.630022178
0.528289153,0.640139024,0.601254887,0.594894666,0.592733758
0.634398704,0.647327919,0.575584206,0.578627503,0.601424892
0.56832672,0.553556021,0.459627678,0.522961695,0.523894171
0.503734823,0.512991263,0.445929023,0.509781101,0.524685394
0.510520921,0.538259499,0.492625316,0.473263249,0.486486924
0.616734472,0.50416493,0.475631502,0.499920705,0.526739446
0.543650337,0.546890638,0.538949589,0.553991232,0.559391481
0.611081263,0.55856237,0.569805061,0.584691964,0.566178418
0.631500393,0.54475544,0.528113087,0.506068526,0.533714515
0.582041308,0.500246526,0.538696377,0.564352462,0.549861787
0.515892487,0.474672469,0.464834484,0.495964822,0.523141352
0.440403725,0.496646978,0.527115031,0.48592297,0.44466317
0.402038332,0.409067865,0.432518211,0.487917615,0.400256095
0.510510828,0.541900541,0.564793611,0.599148933,0.582188435
0.499402635,0.494632229,0.474397618,0.445395177,0.505486756
0.342449905,0.36444003,0.331978682,0.339537839,0.332883315
0.339271181,0.358534658,0.33996939,0.353307944,0.349666224
0.353324025,0.395296582,0.360355366,0.344101202,0.335908517
0.393320623,0.409492621,0.441717909,0.394596387,0.427388641
0.573766372,0.571500415,0.527100182,0.555827162,0.599675962
0.611407451,0.645928604,0.679026698,0.626855825,0.671326485
0.730381128,0.815773827,0.717510749,0.751318687,0.725237515
0.697346804,0.718561328,0.746891002,0.678923352,0.698414876
0.641956459,0.686670163,0.652743312,0.714467774,0.668549715
0.626529344,0.627382266,0.626287625,0.603120186,0.610007931
0.642155895,0.624710006,0.637263683,0.594155865,0.620672896
0.560914398,0.592248079,0.558845856,0.55096775,0.620954845
0.508907589,0.465847611,0.50399796,0.537054772,0.444630279
0.556228811,0.525905788,0.441842241,0.523284867,0.520914329
0.474157159,0.555011898,0.462299489,0.539908237,0.4775991
0.585064795,0.545884374,0.532588834,0.622727307,0.575498396
0.535482961,0.606863924,0.523639519,0.608391197,0.502833445
0.542720444,0.588290819,0.502301159,0.59898139,0.597759638
0.576293835,0.56567165,0.543057099,0.542268782,0.534032872
0.597055133,0.475515426,0.607455954,0.554713655,0.500622431
0.498710775,0.421156149,0.451124349,0.469038008,0.46865156
0.436241612,0.41110662,0.421261293,0.422511095,0.416451154
0.428459097,0.448159753,0.421908695,0.455985595,0.526654831
0.415599518,0.427851078,0.427184594,0.450460955,0.479630508
0.364007471,0.346332241,0.36704842,0.343672509,0.321452407
0.356742809,0.362941361,0.324198802,0.338284797,0.359869752
0.349486345,0.384257651,0.369903721,0.37003163,0.355744437
0.450724039,0.402986913,0.411980874,0.443581831,0.402672535
0.518566967,0.521240387,0.537983996,0.518506865,0.476307546
0.637470648,0.654013152,0.659944919,0.590315838,0.708016531
0.671274912,0.71756985,0.695979403,0.697351951,0.715656561
0.634937147,0.703557384,0.710320308,0.691801942,0.741504087
0.669407351,0.75553089,0.644873151,0.600422909,0.620841186
0.618284681,0.671307751,0.65715168,0.583797838,0.66507889
0.540824124,0.61375551,0.575091826,0.630668274,0.669333347
0.532319875,0.58200763,0.606491376,0.547361619,0.593950222
0.530762383,0.515046652,0.549361373,0.506695193,0.524994565
0.537170605,0.534107949,0.482425623,0.507114205,0.520413901
0.563538219,0.520829367,0.525281439,0.548477838,0.490007102
0.548576356,0.511508922,0.474378803,0.542372581,0.593792105
0.551474618,0.618565889,0.558741484,0.522474631,0.569444091
0.564291321,0.61652719,0.602649398,0.516409971,0.546980436
0.530821447,0.580951337,0.602172788,0.504176754,0.560318254
0.459775971,0.509505982,0.496512179,0.50839527,0.482256515
0.451874107,0.515401231,0.474693392,0.438006906,0.387225376
0.472231762,0.356952408,0.415674708,0.446145501,0.386726047
0.569277081,0.417248389,0.478568393,0.438301004,0.484045163
0.444440164,0.458879604,0.392400238,0.448008288,0.437782285
0.359841333,0.342426034,0.34120221,0.374405885,0.323858147
0.343840487,0.351483268,0.361839414,0.339864117,0.332497153
0.375175229,0.378818418,0.368369448,0.382278969,0.389029072
0.423927506,0.426518312,0.373956367,0.448444295,0.398160487
0.51811983,0.608309209,0.525041687,0.542906954,0.487807594
0.596490886,0.628533136,0.642278112,0.627787365,0.676134308
0.756024826,0.708794018,0.799336984,0.744045302,0.7814889
0.594165832,0.664468617,0.796813175,0.72504645,0.791302988
0.59338414,0.713817354,0.676600518,0.643922829,0.622075547
0.602429227,0.672251325,0.654283579,0.593801784,0.704067394
0.554639776,0.612981788,0.57715761,0.579278692,0.578572431
0.52882139,0.648133974,0.566481707,0.557142659,0.5954797
0.493025588,0.513234575,0.491281502,0.479326254,0.47517368
0.557825277,0.523397621,0.459680405,0.521774224,0.458571873
0.498140123,0.530585564,0.489370071,0.492199844,0.555607691
0.538734526,0.560988223,0.532242066,0.534798041,0.515765293
0.540498599,0.550773972,0.516296231,0.669999079,0.494099446
0.543761986,0.627071512,0.492826478,0.574073596,0.580401918
0.579229815,0.4857166,0.524088963,0.527797645,0.547208719
0.537242006,0.528088565,0.507109882,0.514445348,0.501151154
0.466256055,0.443932268,0.474770398,0.502523415,0.4231377
0.450135475,0.461706485,0.425095185,0.439769801,0.386337139
0.520708469,0.463912906,0.537947671,0.465568688,0.513163406
0.469857041,0.457303182,0.52387387,0.501957827,0.477681744
0.367679442,0.369326555,0.364353042,0.345523331,0.343920718
0.341719229,0.332639103,0.377927359,0.356124464,0.339543614
0.377661303,0.401991494,0.380851427,0.368508802,0.384786305
0.43508284,0.43839078,0.448441779,0.412069808,0.465649157
0.548905293,0.479055334,0.529497124,0.519830888,0.473454019
0.609245734,0.676191776,0.622339853,0.645746734,0.647921713
0.698290789,0.74808214,0.692892725,0.746788795,0.702687435
0.765584888,0.737865119,0.643624167,0.717583909,0.809505663
0.702425388,0.675551182,0.656050707,0.692669625,0.678477421
0.626051912,0.685694926,0.570420091,0.626826227,0.535530008
0.647059662,0.66858966,0.593750482,0.575576993,0.567046176
0.591589112,0.559398323,0.519420496,0.555564256,0.582369948
0.53641963,0.537446959,0.464612748,0.492582587,0.466723411
0.535859785,0.517017257,0.533483025,0.56659986,0.553252757
0.49311491,0.511800916,0.515917424,0.503624593,0.53819148
0.560038351,0.549648617,0.558376548,0.56310442,0.533485409
0.597984781,0.506517557,0.540098095,0.49567804,0.596409089
0.545332049,0.565993735,0.512398188,0.541404897,0.588103254
0.611117922,0.576287317,0.55204435,0.570504193,0.495932604
0.540799106,0.54136197,0.497670794,0.550607521,0.493876931
0.528813077,0.493221957,0.5038578,0.500380915,0.481999485
0.449965593,0.528021006,0.443612709,0.497987074,0.454644786
0.50217965,0.492016139,0.49470784,0.468742671,0.491626922
0.479900723,0.453436678,0.439032348,0.473344687,0.466486899
0.344349806,0.338534831,0.315825554,0.338993906,0.335549277
0.314455982,0.379540743,0.311261456,0.339253963,0.328451224
0.343799062,0.388285804,0.354836037,0.403329329,0.389086198
0.403498119,0.378561759,0.416971326,0.432630277,0.388083671
0.512168642,0.562390732,0.516434097,0.52960057,0.527223759
0.670082233,0.695585508,0.739522265,0.656925475,0.681618363
0.698290516,0.75853674,0.692024364,0.621766354,0.794842492
0.708410883,0.785941914,0.779105036,0.68688528,0.716612531
0.682133284,0.672702973,0.711467012,0.733538471,0.703002704
0.67842778,0.62762821,0.658401257,0.649559694,0.619517315
0.610744186,0.664224315,0.653788086,0.629383163,0.563785501
0.601556759,0.572905709,0.547288444,0.568616056,0.481955668
0.479348836,0.512241658,0.507587175,0.486227614,0.520246136
0.518526384,0.513062224,0.464806596,0.525481645,0.54393058
0.556091213,0.604581245,0.518832761,0.516626314,0.550617605
0.557847826,0.561827614,0.590554715,0.596000806,0.572438866
0.516754239,0.555707888,0.541957028,0.504325567,0.541593879
0.552643295,0.611263491,0.517130955,0.531068348,0.599559193
0.579296755,0.64275717,0.543769779,0.581477023,0.552540422
0.509451166,0.553473286,0.559506883,0.544045097,0.539702133
0.427708386,0.550994381,0.467734048,0.392607395,0.434438414
0.430157371,0.420301968,0.410020763,0.435356495,0.408538728
0.497707245,0.523545925,0.528898812,0.595263552,0.4903262
0.430763307,0.473913503,0.417009145,0.440658692,0.432157992
0.342846736,0.331488356,0.346612662,0.324069832,0.30984197
0.340188218,0.317171072,0.337079892,0.342608553,0.351748566
0.361361055,0.368602559,0.361135516,0.375021669,0.361816193
0.420178041,0.424629957,0.396942931,0.444929913,0.393968465
0.531481062,0.518493093,0.566136628,0.482852912,0.487732715
0.666086666,0.617152665,0.700265568,0.73331909,0.734162189
0.735009372,0.726730404,0.692050038,0.655210125,0.701314363
0.667730485,0.752915463,0.692779235,0.742112487,0.666339078
0.769932948,0.739090962,0.651304396,0.603853241,0.655716073
0.626168212,0.691892928,0.612198102,0.610022762,0.647801272
0.608061307,0.589774587,0.546091387,0.561141623,0.594612137
0.516235306,0.592160377,0.540535502,0.571064109,0.575526997
0.538879087,0.469860409,0.509386891,0.462667022,0.533292346
0.546717407,0.580522334,0.525784574,0.515170769,0.505931032
0.553479148,0.580882547,0.575575137,0.545670815,0.575017689
0.554498208,0.54115209,0.548194492,0.609732274,0.540502239
0.640715716,0.590239259,0.541795098,0.592238165,0.620399765
0.609112387,0.575701051,0.508396875,0.530505633,0.578934927
0.521976169,0.561211393,0.530597185,0.5603554,0.572049101
0.466680329,0.583985472,0.435177045,0.535197666,0.559533603
0.447168201,0.475982153,0.458751197,0.464924468,0.46620234
0.465853324,0.488641615,0.456300813,0.414792494,0.406502424
0.544637026,0.469259362,0.439613478,0.516951711,0.513441165
0.495824312,0.461635956,0.429462779,0.394506056,0.472242886
0.38713265,0.325814482,0.331197898,0.345152894,0.358578377
0.372178518,0.316682522,0.346157987,0.34899312,0.345105621
0.357201447,0.351182174,0.326748139,0.373437794,0.387102863
0.426529828,0.451344738,0.362026644,0.417998635,0.396179363
0.614759671,0.539642103,0.468492384,0.504430133,0.592603336
0.617016764,0.729808395,0.632669587,0.640001443,0.589465434
0.679566292,0.826779998,0.738682113,0.674415353,0.74369873
0.760273186,0.773199683,0.696343556,0.667859292,0.67241527
0.72105003,0.707940837,0.69049479,0.600381275,0.644202147
0.627588737,0.701896318,0.62280277,0.544872875,0.617384386
0.594315513,0.632458086,0.66161488,0.576866321,0.582922083
0.643832488,0.62972821,0.662296503,0.578120511,0.550043226
0.584485511,0.50455725,0.551322467,0.469932371,0.505833492
0.483726761,0.487394638,0.488903686,0.52705088,0.514487339
0.526247327,0.58799596,0.484622893,0.578161077,0.482243407
0.56262472,0.575609432,0.570678888,0.60125962,0.516704634
0.549036888,0.5323526,0.539643176,0.588465475,0.528781494
0.595155063,0.587629115,0.507573347,0.609256023,0.538897318
0.5147011,0.550235173,0.487854069,0.51341107,0.500336034
0.517247243,0.636471279,0.579114133,0.498909865,0.534309699
0.430850611,0.54847937,0.479917739,0.461442939,0.509109578
0.415571928,0.393107141,0.425934827,0.415050652,0.415421252
0.561054866,0.536171671,0.470973982,0.536132619,0.515803692
0.411405668,0.419214046,0.40279449,0.456585646,0.424768975
0.361264176,0.37236267,0.362390694,0.355502396,0.314129627
0.376634001,0.398030383,0.334641328,0.339681802,0.358577179
0.371756761,0.369056931,0.353892911,0.374662461,0.3271021
0.382398566,0.450288387,0.417912967,0.417647687,0.382546629
0.443710475,0.498782485,0.576222019,0.540098795,0.547131382
0.644912981,0.669301404,0.628868711,0.630548807,0.656966212
0.750718623,0.775114592,0.710234476,0.711742681,0.726380347
0.62973998,0.783823087,0.752580392,0.716152495,0.779739306
0.66578035,0.675638585,0.6513295,0.652411665,0.711182141
0.655383845,0.640111888,0.607932608,0.619351936,0.630293678
0.604366076,0.570796223,0.536915571,0.560745939,0.596278559
0.527767016,0.612267331,0.634603574,0.519275722,0.536947573
0.500457836,0.472849881,0.520980048,0.584235248,0.474710158
0.525472845,0.492497788,0.500606913,0.515481043,0.45304542
0.47983422,0.521895403,0.546227096,0.498664666,0.482351592
0.589996076,0.607676002,0.565256257,0.561687765,0.566714089
0.603041588,0.62696381,0.601065017,0.554794683,0.588145595
0.594963193,0.592649679,0.592128112,0.555792895,0.600290066
0.59608325,0.588892055,0.578901607,0.586772369,0.579029108
0.530100049,0.525118409,0.483721492,0.571054795,0.524485046
0.445946348,0.466315447,0.393910178,0.436835451,0.523035567
0.393851071,0.498428166,0.406132802,0.413418459,0.41404877
0.580030161,0.392762123,0.473423888,0.398869887,0.489406321
0.415467347,0.384717214,0.424042312,0.428358576,0.446092409
0.341929594,0.364960629,0.359906023,0.329196051,0.356521445
0.361052226,0.340390027,0.336486542,0.330563669,0.36331829
0.396556699,0.39148385,0.360054462,0.370900596,0.364606841
0.39596665,0.403104592,0.417986752,0.423723674,0.434953676
0.588231403,0.51148257,0.530711277,0.489407047,0.48424767
0.641658767,0.640670212,0.639657619,0.689394306,0.700972762
0.671221311,0.840546955,0.707021959,0.716336136,0.657703844
0.752409658,0.768013008,0.675622932,0.748157338,0.700362646
0.59008415,0.659237262,0.568605596,0.654854661,0.63915172
0.613190376,0.66588882,0.581205396,0.60775863,0.614904227
0.567282541,0.552651233,0.516291041,0.618281892,0.566892781
0.585684164,0.560979595,0.549802787,0.565852079,0.563205539
0.52077238,0.526906738,0.495731503,0.487293195,0.490939708
0.525438308,0.507711556,0.47700377,0.470963044,0.528120815
0.501797577,0.534053297,0.535297607,0.522765705,0.573582746
0.530393077,0.576898124,0.585052456,0.54465766,0.553893339
0.515049994,0.590081089,0.504397921,0.493866953,0.579386978
0.579330004,0.580697806,0.532869407,0.515107595,0.578200197
0.554659303,0.545117803,0.519651056,0.505643096,0.587830321
0.519107329,0.55382916,0.48103055,0.512615173,0.492712902
0.470914175,0.459698293,0.449684703,0.522809292,0.472862959
0.444074924,0.461555669,0.409655278,0.458246871,0.425448069
0.472926309,0.481527822,0.460276477,0.463738566,0.537557478
0.45420019,0.448563003,0.476191935,0.457560328,0.504391735
0.358499242,0.324258054,0.308797237,0.331201491,0.323254352
0.343381582,0.332980266,0.344905335,0.349212172,0.340243471
0.33692094,0.349234778,0.357699376,0.344845316,0.317036001
0.381800363,0.459929895,0.442287284,0.434310835,0.428727515
0.536996093,0.580913607,0.528562093,0.485147169,0.542485181
0.61477053,0.602711601,0.687992994,0.651071781,0.663730302
0.744262692,0.704470374,0.745362653,0.702331134,0.743606242
0.808809594,0.696198966,0.844435339,0.781933769,0.777977463
0.729918545,0.769117036,0.719327937,0.636397369,0.762537707
0.728014346,0.58626134,0.610579435,0.570685533,0.595770494
0.631678306,0.627517445,0.630346089,0.527916485,0.60264238
0.535036969,0.528871774,0.579659892,0.53567178,0.554037169
0.518511697,0.518446144,0.471097078,0.508026822,0.50153373
0.550035273,0.520087116,0.513645719,0.533891203,0.567185084
0.47096039,0.562210028,0.492099892,0.467248848,0.542302518
0.561369378,0.497760526,0.504446893,0.492403562,0.549249018
0.538990593,0.574605942,0.523856904,0.526886861,0.533961736
0.585099315,0.608788007,0.556377924,0.631405035,0.551939631
0.588623638,0.537765473,0.535189803,0.549958487,0.564367139
0.516761901,0.509774009,0.50681954,0.470478677,0.529480185
0.46075679,0.487500446,0.477663532,0.433301741,0.47005254
0.442081251,0.484779855,0.39819973,0.443493105,0.454798364
0.591157561,0.454935746,0.484168543,0.532215774,0.496806316
0.534907556,0.498638268,0.435480538,0.447120408,0.485834509
0.331644307,0.359742157,0.333668395,0.341424631,0.384254014
0.322101158,0.334481229,0.293769775,0.339779508,0.330073517
0.347977609,0.360419146,0.403130776,0.372580264,0.388565228
0.405992489,0.427621502,0.459523807,0.408728225,0.4071107
0.504946103,0.53180801,0.455859274,0.48103417,0.579682679
0.659254296,0.640162508,0.670876578,0.661770119,0.650118862
0.729985173,0.68915743,0.766571864,0.779337822,0.834947253
0.683624083,0.798435953,0.722360622,0.715755693,0.797792902
0.721129918,0.75507673,0.642471073,0.683814783,0.712326293
0.633895256,0.632513797,0.661659355,0.651284971,0.649715846
0.569116875,0.614195859,0.601769315,0.535717669,0.582329247
0.56955168,0.583602811,0.550703658,0.527297998,0.581183575
0.531005586,0.495325597,0.538862608,0.493687027,0.440445804
0.54676778,0.491009281,0.429323256,0.527365758,0.492458893
0.459563559,0.470147026,0.507941609,0.577311109,0.51113217
0.51567434,0.55038821,0.508143642,0.527980591,0.530739475
0.514263093,0.48534397,0.488623839,0.572628397,0.599950842
0.561773438,0.570109812,0.475446797,0.571659586,0.555828857
0.600798726,0.534771146,0.517874695,0.547611917,0.522917931
0.525202759,0.519532577,0.507818294,0.477648122,0.438344868
0.494068998,0.474709711,0.445345973,0.479129712,0.456827757
0.435108969,0.449118113,0.436220541,0.427644144,0.436551636
0.450271013,0.498393545,0.43395941,0.542953107,0.539536299
0.507230301,0.44314951,0.437351587,0.52495134,0.469017741
0.380569305,0.378200056,0.348205326,0.363280089,0.332236606
0.406272086,0.313799368,0.326085434,0.36736088,0.334631387
0.34887273,0.336470159,0.397924699,0.334842435,0.35300692
0.405750862,0.376618034,0.448531423,0.438748196,0.444337389
0.519360115,0.534118319,0.554179023,0.554978566,0.519461553
0.643087864,0.663694468,0.662228388,0.594936999,0.671554455
0.740616763,0.737012105,0.81218517,0.748942666,0.782976918
0.755575404,0.757962412,0.683009678,0.680383211,0.754053604
0.639578939,0.668627091,0.620683149,0.685551627,0.715295846
0.651540757,0.670960007,0.628610601,0.525684169,0.607385197
0.615073404,0.540623008,0.53418046,0.601415965,0.586163965
0.559125509,0.576599469,0.621454443,0.553563645,0.514109741
0.522167832,0.516700396,0.549433981,0.499363226,0.506858724
0.539502248,0.522980001,0.559167028,0.515186057,0.47959438
0.6106574,0.552287322,0.509344209,0.477464556,0.481721509
0.59375131,0.613470715,0.52967501,0.535779753,0.53698102
0.597126372,0.629555517,0.566385713,0.538450781,0.614263142
0.6197765,0.583350758,0.58106926,0.595312835,0.620627869
0.579323652,0.560671563,0.491926549,0.511718695,0.534768963
0.551492801,0.517292374,0.544456323,0.468254495,0.523541496
0.484573507,0.490613823,0.474744913,0.478995225,0.429736209
0.458069129,0.436754768,0.428403473,0.470079043,0.383668829
0.632330913,0.571106089,0.499050128,0.449556121,0.521196458
0.481318127,0.461665535,0.460425561,0.514162472,0.488698923
0.348420318,0.352273042,0.33747998,0.358662449,0.369276423
0.326623495,0.382740114,0.364079146,0.353934105,0.356703185
0.372056829,0.356909464,0.348489979,0.375993562,0.381788412
0.41900743,0.417445792,0.402908212,0.459761779,0.400513352
0.510130904,0.475170323,0.535600112,0.525230427,0.529982271
0.643522563,0.56585036,0.67299647,0.683221755,0.672440021
0.659513602,0.708528741,0.713438156,0.663441916,0.754614668
0.759003554,0.878617234,0.790840449,0.668197673,0.711904016
0.705599031,0.684837583,0.703208389,0.645603885,0.771314425
0.639891722,0.627165342,0.653667275,0.60251853,0.585025962
0.610134466,0.593070169,0.659860885,0.525571672,0.616710238
0.524013317,0.577491348,0.643418767,0.589269912,0.521967961
0.470828714,0.531402266,0.521339158,0.504433668,0.524343462
0.514350213,0.473811598,0.475649214,0.493771107,0.55348786
0.521523799,0.485209282,0.526988161,0.518183208,0.565001079
0.534995434,0.565745865,0.606089112,0.520493067,0.533736106
0.672877277,0.609597224,0.543622628,0.610997209,0.574932284
0.640524736,0.61352273,0.582073902,0.531962578,0.516896068
0.495913478,0.554472736,0.570231905,0.529687403,0.50849115
0.516033361,0.562094657,0.522307751,0.539380692,0.537966954
0.438233636,0.481556393,0.487996593,0.498172126,0.482940531
0.423315762,0.418601112,0.45430832,0.415085857,0.378369409
0.531767356,0.422645721,0.572674984,0.638401048,0.538262053
0.448156987,0.388573883,0.505298688,0.445668798,0.474405765
0.376939378,0.370869113,0.371283403,0.334125142,0.359663194
0.335966099,0.335512184,0.305135097,0.343685447,0.329524179
0.346905866,0.331758834,0.369629657,0.360079214,0.352599051
0.422945252,0.420696307,0.382182233,0.425144778,0.429357143
0.547628939,0.521799617,0.565163551,0.559658635,0.490242768
0.666861427,0.655849403,0.713910504,0.623903999,0.661905644
0.71658816,0.691287077,0.775863924,0.660661906,0.737357765
0.736635754,0.756255792,0.772524583,0.770403201,0.744745741
0.645085674,0.735537116,0.717783732,0.717461244,0.658262268
0.588149008,0.673813313,0.649205181,0.678469742,0.683410529
0.552957215,0.657315615,0.571450435,0.583666458,0.59398606
0.524666036,0.636406792,0.542009393,0.577316556,0.578254154
0.491052793,0.53791405,0.46628863,0.50295174,0.562199812
0.485057644,0.546744203,0.537796136,0.465346428,0.511872281
0.586556595,0.534371148,0.54885548,0.548965376,0.514311037
0.607460048,0.619365699,0.51220852,0.560640688,0.581290514
0.578396079,0.623261772,0.607619198,0.627894906,0.617844033
0.536957396,0.580280818,0.551671662,0.545972443,0.575074764
0.511292096,0.548128995,0.530498961,0.523503,0.552219565
0.492980004,0.520286528,0.519508626,0.500113758,0.514501605
0.452103006,0.429863511,0.418630543,0.426354463,0.450618963
0.410924263,0.443656051,0.417776953,0.494916985,0.419303305
0.635614328,0.463867627,0.390144349,0.452575854,0.48472754
0.514581089,0.403672961,0.456816319,0.472289206,0.468435369
0.361902744,0.334766186,0.329003223,0.371341396,0.363162332
0.328879393,0.331641434,0.352342795,0.311308514,0.309041893
0.351712389,0.330621686,0.330467097,0.319957244,0.346242276
0.436778999,0.456691728,0.440572679,0.387242988,0.415768834
0.473637864,0.615057016,0.48096658,0.514247742,0.51941645
0.617122651,0.750808859,0.615112862,0.648918695,0.661589163
0.697394669,0.683568931,0.775419537,0.684900796,0.706057805
0.756198062,0.715566274,0.679173053,0.686240192,0.673877363
0.670106451,0.681806381,0.71694507,0.661847884,0.637386919
0.69269059,0.685576236,0.716056692,0.594045183,0.606355413
0.566701248,0.604790486,0.590910724,0.539670808,0.566081527
0.559511806,0.595394582,0.577520286,0.584819842,0.610942621
0.514704759,0.498452339,0.554701535,0.504206803,0.487185599
0.516490249,0.569159306,0.536524292,0.532270183,0.508606049
0.514931444,0.552481345,0.519770654,0.534584438,0.532626511
0.608603057,0.546972029,0.519638966,0.57354742,0.523216174
0.580558964,0.559930513,0.496477865,0.536018665,0.562209948
0.52766959,0.557112991,0.508840376,0.504610178,0.563130608
0.549218113,0.550998185,0.57678335,0.554040908,0.542416587
0.545057928,0.511158346,0.529457085,0.479206537,0.459255214
0.480745462,0.461500743,0.49920619,0.432475239,0.45587977
0.437898388,0.416239233,0.435505645,0.431937395,0.430053695
0.545082789,0.499439783,0.420999728,0.446320952,0.543989735
0.465787633,0.443163003,0.437718628,0.461754675,0.504438705
0.333203606,0.348443841,0.312027461,0.334402006,0.368979286
0.335027329,0.402194741,0.341351713,0.321473103,0.342029655
0.345355616,0.373294317,0.364095159,0.375151366,0.354199759
0.399012833,0.402458181,0.419492258,0.390257595,0.389938621
0.480625439,0.577381159,0.516478717,0.533544057,0.5606301
0.621416552,0.683039097,0.667650652,0.697968399,0.74883793
0.759076842,0.723215408,0.713498351,0.705223376,0.771253798
