PAT1,PAT4
0.06686362081334822,0.06311642579546241
0.06479505080848813,0.050299910829051386
0.08717436747756166,0.07923807878992661
0.07206113342018847,0.07457789238631407
0.0566301094437819,0.0759752035252937
0.051634103767376094,0.06536245638757364
0.06815623634011633,0.05010805084601713
0.04481762385190655,0.04767125855385908
0.07048153124886698,0.06493805738541797
0.03903190978968374,0.04894928908700014
0.02754113985276593,0.03743508032521266
0.006632680930408145,0.03407820236690879
0.0410219538913527,0.0364052527183305
0.041903858478143874,0.024500874631930316
0.04545453053588304,0.04825897132290205
0.06544378855746666,0.09264387967045518
0.06411868656841445,0.0934110382523401
0.07498356642048712,0.08726353641263146
0.07281890264583339,0.0781969686265762
0.062421426275908624,0.07838153352943415
0.0718397008874027,0.07151902164665017
0.05902528851558945,0.062126768143517364
0.04964121709294218,0.03798209694900865
0.05982442427706343,0.08796218612347126
0.06171281114007245,0.07586520414452241
0.0710369286000826,0.0673301526016522
0.055884933365751364,0.0575974132592543
0.05775119528631938,0.05327296153837115
0.07709109749263215,0.07964386794919852
0.03528890414271971,0.06913872248574907
0.061408580269895846,0.05453062435653496
0.04245440806368387,0.02188674707509036
0.07987089970599273,0.04336262062543755
0.05202260793826186,0.031647292936386205
0.01653028827307712,0.05204103165557595
0.04059350225581513,0.038464794686197165
0.033621343197924175,0.03437437960609016
0.05260682390434871,0.02586977893411255
0.06776398627707494,0.05172773054486589
0.0782296100087714,0.08188400749389099
0.09878657836230786,0.09425263546623301
0.09108257997121993,0.08429166467183768
0.09415293925495465,0.0881287983683248
0.07514187094013769,0.07200183492599892
0.054084441298185466,0.07254275291371519
0.07414165375513296,0.06895510604646722
0.06950408359678983,0.06259419382178665
0.058475590718663616,0.054662744403139646
0.05863882964806365,0.060801731402189405
0.07397422653520555,0.06627622581109893
0.06754460113846607,0.053591654990950796
0.06958375929273367,0.04694106690493529
0.07118866580419062,0.06859628353770944
0.07330393548304447,0.05244595670703681
0.048597329933420204,0.044313581532822395
0.05833507715585849,0.039118190396154544
0.06213330870452191,0.05061677984752013
0.049883343310960046,0.06172754686256004
0.03578083005318309,0.03378036641569589
0.04987741495334243,0.035548891765946576
0.02206836095658478,0.02473933167115984
0.04570290089961281,0.04446778634773662
0.06556667554274148,0.05745657396382592
0.07259295350888875,0.09279624864728993
0.09564981722316022,0.10164086299217759
0.08577280928731215,0.09123165895341302
0.07874414257745728,0.06726789342860044
0.06512752278435893,0.06664333355368916
0.07935798637901492,0.04952508524153103
0.06135302919296056,0.06660101048938173
0.06912158136456323,0.04806820703330062
0.07375601521166018,0.048137156679172406
0.07840680698037657,0.05380608341520514
0.08738850041707616,0.06484271730923162
0.07194830114162468,0.07857118517525437
0.06745758498016245,0.06372063652420257
0.07261288237934195,0.0498058827035612
0.07386532394028197,0.049595327790401086
0.06578671848698527,0.057338635482938854
0.06162125936160587,0.060016724148622094
0.04084629259139072,0.05350719945161145
