PAT1,PAT4
0.8219140359519672,0.9683132179296025
0.7370046050543684,0.8161071450405217
0.8031964548628,0.8267538657905131
0.7554165091793925,0.7204590749019102
0.6281111996835396,0.652286232931773
0.6624538049188924,0.6876254918187884
0.631994910635865,0.5880531126855083
0.6941125581154031,0.5622930869448075
0.6772011539439117,0.6602924857100316
0.7406441431469111,0.8050308097188142
0.6573233355154747,0.7567312152368632
0.5948770809653459,0.6893863924906992
0.6937496900649518,0.6748077635528359
0.5262411257560706,0.5392732374485119
0.47236105120473976,0.4266112620391753
0.5848661994541191,0.5693816203787558
0.5073238413929649,0.4867601634322203
0.35046226320895524,0.35365263595629803
0.30430029167594186,0.32578580268780877
0.3224741468912366,0.34144303062520337
0.38727182099512325,0.42846242446404925
0.567032067661271,0.6216475919881449
0.8019134270451589,0.7931724894192956
0.9715310981325948,0.9902916733138635
0.9269511875506955,0.9122387530376272
0.7326538675416346,0.7563663891982652
0.7464825785809804,0.843933095586254
0.7216133624942542,0.6807325683479238
0.6306015304705294,0.6758481653221795
0.5112620080956429,0.6009586689532544
0.5622832765839728,0.5830300261678067
0.611255608928914,0.7143406309381802
0.6765189493053729,0.6580851328044074
0.6354627895168333,0.8017082877303652
0.6707547379339646,0.713269692664105
0.6197131681991395,0.7140831183482387
0.7040711596246025,0.6395850567872527
0.5743514007863258,0.6077502032969272
0.5051588312189542,0.48015090651932574
0.5424085343824301,0.5404264950507522
0.4834460352833864,0.513079688531146
0.35291898773144936,0.32342821041233355
0.3002571982625477,0.31655274012005713
0.3796661778229743,0.32481491299395676
0.4389361935811618,0.4365984927007721
0.5719271444885159,0.6014925199989423
0.7534161618134942,0.7362095303521269
0.9507550924289867,0.9062095009246299
0.91969877176443,0.8920211544876032
0.8362834186430599,0.9409658411243468
0.7676811305417153,0.7559561545755386
0.6049431118103881,0.7115802891209698
0.5271324397682428,0.6834993296300153
0.5508175304997212,0.634388146534563
0.5620846539331421,0.626524592546643
0.6223926927516774,0.6199146291912753
0.6120665471115998,0.5950247813791087
0.6711246002033063,0.6796717822685345
0.6022542671506704,0.7159556251511281
0.6047747450020716,0.7573317359445902
0.600306057544109,0.6484344069269113
0.4842148224893234,0.5419380363627578
0.49629718560314035,0.45226095600058586
0.48133494683718453,0.5713121238628042
0.4750848805803862,0.4901991957545317
0.39219704524099913,0.33105235435792485
0.33689232890941967,0.3094693864197585
0.32729166762080886,0.3941291443574599
0.4607885048511296,0.4027694385954359
0.5248457988103629,0.6051232611212883
0.7352916844434005,0.7210755506610262
0.8494006644826035,0.932107363366105
0.8629324914573432,0.8777965521388699
0.8509204939322702,0.8667233674234085
0.745399657951162,0.8203435474580861
0.702663057493209,0.7544931397765614
0.7047737438424866,0.6969356392673861
0.5857738723122513,0.6238991637034316
0.5396367012598794,0.6511051013452462
0.5917612535828403,0.6629418532006928
0.6244616909995251,0.6837407499266993
0.5751358585742884,0.7009654085153645
0.6550066318291277,0.6395401012796289
0.681970650970546,0.724608752369966
0.6204301148098275,0.5656310116776515
0.5376376629162334,0.5671822356684917
0.4560888363458508,0.47538068696902047
0.5446050616343174,0.487145901844012
0.4924260646545592,0.4659853196374592
0.40543221547672087,0.410777357565515
0.35898141654113364,0.36364447828997176
0.40373215388467876,0.3483201911971653
0.39706521914309234,0.42085031816795987
0.604929331517091,0.6328683790787354
0.8247816325726761,0.8038069590127966
0.9765780959725748,0.8954656158041546
0.9086729445091445,0.9192492695763532
0.8098919669869785,0.791141280911175
0.7355195670939576,0.7480812734748618
0.5723406745294638,0.6784470850190157
0.6256368424818188,0.6362550520491707
0.6618205809843711,0.5875161522818865
0.6333882891190229,0.6375911104748962
0.6631491786084859,0.5894347392750893
0.6822319266743196,0.6874272466850008
0.6737159654192278,0.66439861823148
0.6865625471167924,0.6907309194031287
0.580270324392441,0.6024714622914098
0.6581228070400117,0.5539909087639026
0.5722083919752866,0.5628967100036979
0.42654151660457046,0.5225299725905136
0.3914163155576664,0.44585740695017223
