PLC1,PLC2,PLC3,PLC4,PLC5,PLC6,PLC7,PLC8,PLC9,scada
0.029402908294283506,0.04672883451564381,0.04137768003865751,0.013938274325850184,0.03366709565463034,0.017543405549596762,0.04784806239227276,0.028594049855230716,0.028488301013495018,0.02027135880910875
0.04363039544730319,0.02334193751332978,0.023278744350501777,0.04508036205513727,0.04534325141789992,0.01905264156518885,0.047818228887491473,0.012131212185027938,0.026391352147295627,0.04431634298864505
0.021967381062496773,0.019605762588765188,0.016616703843737462,0.026299165953833845,0.04319479562959038,0.012488672936113492,0.010171535605410141,0.0328744294998338,0.0458389323358661,0.010719568640571305
0.01157236728099531,0.024357491573543416,0.019885595152527965,0.02690826619532686,0.04519166120215315,0.01854420125411436,0.02811694162459357,0.01397361488782678,0.0439152539952896,0.0466767156129158
0.03933829194027017,0.027017885390440782,0.03979640003538258,0.030754572796704814,0.027552239502278676,0.011937917051949926,0.041060172078137336,0.04192724555311321,0.04970414904050771,0.0430775989896992
0.03223979403865025,0.010811968402027397,0.02616518230898797,0.03546235151950111,0.013517531339081105,0.015241873242928281,0.015377737939257221,0.04693903766755432,0.041884718209136085,0.04566537990228746
0.022147726891492782,0.014502073377211407,0.03285786448565754,0.0207037993998393,0.01516132320715903,0.023183299754228993,0.017732008153575826,0.03552520308002407,0.042154299645950334,0.011928813740567486
0.022480717668293213,0.027895937196136915,0.015517767511074154,0.02551823255638214,0.011917350085918548,0.031465436149020816,0.013522174585170545,0.03586286682234625,0.03147239820190934,0.03109099674628378
0.02348290258215005,0.03428503633770106,0.011190432005213826,0.047738988822190784,0.04290500129574631,0.03989905794930761,0.03843381835008833,0.018155468677549316,0.02956121519675406,0.01653289346937035
0.03265036209658702,0.02532485720332244,0.014563965255020768,0.012506489682763987,0.03462681201326014,0.023184537088091164,0.01006530562155621,0.03390863198717065,0.016120174383235847,0.02631048117863536
0.01249025363257438,0.04288297108058273,0.04468329862100423,0.031819113472677706,0.038875505187297474,0.04833840144799208,0.04852814120754053,0.044992851846327786,0.036024529516691654,0.03427144563288538
0.04329825262627743,0.043831076411049705,0.025489281075997253,0.03522347728468638,0.03552613636206795,0.048412901079496536,0.026441812665909475,0.01949667262384047,0.04431132895792029,0.031307010500062765
0.040134392250277526,0.011819660986560687,0.036789262879469015,0.04436284142309331,0.014527766382978653,0.030632940133076762,0.046368568913400264,0.02139059195352995,0.032229105540931585,0.03248084389997511
0.030092940606536084,0.03151246396252338,0.021385936545422132,0.0288465138695203,0.04332020986818409,0.04948943845379252,0.028677747120699426,0.02575982829504938,0.02131881666573194,0.041645071068468556
0.025757645308878176,0.03187987130489562,0.029180578974327465,0.03663078836756703,0.026471687044824707,0.03350831012134559,0.020431798501483595,0.011162934527091148,0.0161233362474535,0.010573461217751592
0.034143461569905824,0.02325281276654951,0.024734054414549227,0.022910898878595667,0.024626842483841192,0.019666297357286592,0.011471022128272512,0.04477028725414783,0.013847837536683977,0.04819242115919015
0.04328382983667711,0.031125593677957544,0.028256640656070427,0.030999492663878234,0.021383576174235683,0.01921169361948996,0.022892108407317188,0.017314871272079656,0.022786997295565877,0.028909634957805727
0.04845412739585788,0.03345203403716977,0.049879718616140066,0.028980992378208337,0.04390882335716128,0.02926290728256479,0.025654000409840852,0.04020738139879504,0.011561564316006278,0.04124430121614822
0.04770544958355702,0.025692598868958694,0.025118781015006045,0.022388481372773467,0.03553356186302664,0.039098184779432006,0.027102742279298438,0.0369169050232289,0.011138503032103326,0.04029917955310339
0.01490421813790996,0.04097744086403719,0.02284840461680226,0.035220779823607086,0.04394931385999288,0.0472436975924398,0.030656607242240036,0.024911240473177727,0.01566326641934941,0.020762046169982527
0.0348706486881446,0.01992321890159661,0.04587040376017126,0.011051547788615208,0.026867311952023493,0.04286739787994635,0.010110043319708368,0.0416935704378392,0.024163638775064243,0.03762854098955925
0.044790855677970566,0.035019668387670615,0.010745418525196606,0.04217388258050739,0.02707732945673446,0.04157841145599365,0.0355683214686284,0.03885058967821485,0.028351603757437463,0.019942727510040004
0.02356240098281264,0.013318508119100457,0.04384564434731673,0.0181469726374416,0.026653305756971196,0.028566071804257007,0.035298659008498295,0.013498088053913114,0.015373776199393063,0.027114211912652612
0.04615459311830256,0.023878930910486942,0.023678661678231495,0.020940140110879222,0.01376927999075572,0.022303501001685162,0.012696320001956182,0.0443147073644243,0.01929781393220851,0.017816251475342597
0.022055259088068872,0.03638523044559711,0.016355842301071753,0.012824131283545728,0.04242788744034922,0.04346397018572073,0.02925265610360775,0.012547427632811683,0.03367188169948926,0.025219542992231177
0.048281392501744055,0.012023515126237734,0.027305256508935373,0.02296592322586588,0.017691940862508436,0.018172952900377456,0.03157849004465757,0.019355799678886725,0.014676890983279907,0.03143546213839676
0.01191631932579329,0.0393346717621842,0.03710706998287143,0.02201760589712872,0.04565287977925544,0.01518943367571366,0.03328339113123685,0.031045973715654027,0.01571544027089695,0.018512454675321255
0.020665656441488392,0.01314531098328636,0.019414516436795957,0.04323815958013772,0.037426124583220824,0.041532079889979846,0.03437353883282544,0.045194535775390975,0.03738269874204674,0.01579798526257838
0.04893630249786379,0.03227744672922456,0.027281192584942854,0.02979351687660045,0.0354412586460687,0.03664192455942011,0.044235762167574556,0.0319440734159215,0.041597079437808694,0.03284928061447463
0.03422680522786418,0.019311174027251177,0.010738791310871498,0.042044128570987334,0.0372866107199517,0.01464718095646108,0.011757229670381331,0.034712757924390485,0.019084418396339994,0.046928707367638677
0.02235272854045487,0.04262188510077446,0.017762761459818387,0.02291601014305482,0.019503287431552684,0.018224078248329435,0.010462255333836823,0.02253615875504074,0.0335452452779386,0.03527191996442438
0.033394970887087656,0.041516825559544605,0.024405622666652124,0.02433737834966757,0.014932575866035639,0.04386733879484399,0.04736531146761462,0.019974418547244684,0.037333037117542295,0.044145770747718506
0.042919243230354565,0.021112837869776895,0.017978570230722433,0.027069154093034065,0.019448563047053995,0.013868785560145138,0.03092164904513034,0.012242293593011695,0.02751494074733224,0.015696836689251762
0.0422920547294522,0.04030965753918214,0.023914380071490268,0.023071382783828413,0.013800329635572957,0.0468832223379095,0.02054644304356609,0.023135245814632388,0.03563892112555699,0.035576113041939236
0.0332062372456963,0.03694337492748387,0.015174957983919417,0.04873638325526446,0.025021336946924107,0.043716844631339166,0.017405648541135004,0.022115833763819877,0.022854305706213773,0.015011193749232765
0.029710747914359154,0.010288108133263071,0.02980880565551309,0.03427102423090012,0.03798082727768779,0.014595783093315298,0.02542619010957157,0.04820304634247288,0.015668731588709364,0.03718008435023396
0.014615428347923159,0.03506004244526553,0.021635903307365055,0.025549550413756675,0.019335797904672023,0.028002899243549983,0.04341345838592449,0.04062555481678019,0.04600202089242993,0.024895343144597328
0.021214161020116237,0.03129824885068558,0.016507773234132172,0.0298024275235918,0.02483010012716055,0.012914039458026855,0.0420400410120273,0.03687211199581762,0.020897605887710426,0.049859198364011884
0.02438296619842932,0.03619950161181145,0.03284462293334572,0.012435893164669372,0.020220353276108476,0.031915167430722036,0.030111925355962736,0.04056114956280768,0.026880011370555727,0.021339667592144607
0.04370307491680696,0.030736482855245426,0.02332355908793948,0.023590499174028133,0.02758049311695205,0.019483221442356015,0.047872811850038104,0.03153687196544938,0.044060906661506125,0.03206676228904037
0.04682398449176432,0.01935220719031681,0.021545819528040484,0.049254233021992694,0.043097952309846796,0.04344270434548381,0.03367312583679959,0.02302246606984456,0.03909124182656604,0.035769049697681014
