PLC1,PLC2,PLC3,PLC4,PLC5,PLC6,PLC7,PLC8,PLC9,scada
8.397821922255083,5.159018093918609,9.476735686191404,4.467703512213797,13.814911690214418,10.641770594488786,14.783183431017582,6.766494818774664,7.782365764432348,5.17518205141465
12.67146277473633,3.496732161122567,6.520749989536021,11.1049108195524,11.398049618922325,9.322776772990185,6.513931789082687,8.482433833442556,9.282321547715734,8.427875727404508
10.463560234188321,10.136643412056744,7.9823294305251835,9.788164384856755,9.349662013096442,11.429708768864304,6.060244001327379,11.136058146130956,10.478664043479734,11.427552421949539
9.41641116924217,6.569193337145304,11.882105233016787,3.2359680831319935,13.715815629111937,12.95617023430312,5.2204824622641866,13.185211428268634,14.578737126889596,6.454578615994871
9.119562196149515,11.96271544633534,14.651425731329823,7.707522049763162,14.041225234121281,12.916733987526879,5.331812226611655,14.369471982167855,13.019459660847689,7.70363769485027
6.00298154449211,4.021620118684991,5.39886418614826,9.291886445058672,6.243012945063981,4.861290159907357,5.365758922699916,9.553038859375807,5.372153724230655,9.027101261172492
5.12460088115235,12.166759561196878,13.084850313941784,4.87550331294688,13.790929032065305,3.1031414155857635,14.917732425837272,10.892496149730274,3.0267417376973866,10.738235446801683
3.5869327117257694,11.504338351355198,4.020307509483825,4.755225678141954,7.267210100354714,4.522090466508085,8.087578708845735,6.6417792732889716,3.9386429088083483,8.216551427508605
6.3280140862918515,10.726322028725239,11.333418520307028,10.054297156876917,5.0314496984097,8.872140806690762,12.35863319815379,8.288713882093711,11.270743604957552,3.3060835591040356
10.709570794188924,5.666195066232991,13.996859276592165,12.372608639998097,4.072614674356096,3.168524685683758,4.58417544783126,6.951534074713998,7.794410288193548,11.102998246807271
7.509157272991652,10.212922256929204,8.721249037904386,7.054577935303444,5.422952088925485,9.238145880311881,3.2760868022451026,5.170850470502314,12.224229515871771,12.049208414703012
5.413259162462429,3.4671866202860677,5.7797555342735265,5.787982345414404,8.932107088099642,4.777303516691825,4.674802162033019,4.214833270453692,3.945272199266697,3.2578873878066266
14.574312437892008,3.350443277861252,5.6957706339267204,11.353509836880576,12.946210768633449,7.8144580235186565,13.312875067727466,12.916953530507136,12.876715793902385,11.252518680236225
11.951537009296754,6.598969461004422,9.894661305106059,12.56994109141217,8.82659227545933,14.454182167988236,7.07479877716528,14.46588042556659,14.389100448372023,11.455927659819674
10.682267517179795,13.61033513993519,13.52603098930295,5.542153641676979,3.971171347864486,7.904371110170846,4.448743936631197,4.595750587505119,10.638687872083473,6.072206247088054
6.7505073134452935,6.239059711338086,5.5444643632064,7.119751414464181,11.489952446096275,5.505524067536898,3.355678250454746,6.701037584060452,14.208512367188726,8.689416228789144
6.416690128297208,8.954573868804268,5.727267866266994,12.277916624593386,10.778087981799544,3.196775056626293,8.138684827149515,12.164393945851536,6.293752751417538,5.234014051707258
11.147346680882329,7.983033115757536,10.688384858670664,3.8210786939777623,10.652777486622057,6.36271055376989,9.178109758533408,5.375663407821214,6.900309509248919,13.41702067938951
4.349829567031305,13.330756883964398,13.148671356425718,5.234704357884422,4.770947594107487,9.713290774868945,4.093009855819572,8.720795105326204,12.673382019044627,11.536834603886636
7.678845045006259,10.327260427388921,4.085511843106023,6.825580996389283,7.24256591010014,10.43502357869508,13.120171491927616,10.292636509286572,12.205122989694445,13.636530949127176
7.559418812300488,9.478446461482296,12.725120724373799,11.10800514151639,7.476932350229917,7.030779452147938,13.03672485642872,8.873113659999555,3.901543980025259,14.945711480131882
6.422158264629542,8.781164129161956,9.886426332282024,8.09593118278393,9.31335301845071,6.3809998836664725,14.533050787761518,6.4268667781981,13.240245790674603,12.819527030519575
8.320278665108102,9.408475825363212,3.2227090955880056,3.61599012649051,9.029373413981814,11.54830092233572,10.99823672103137,7.552848771506217,11.164364352222648,7.707021665874251
11.956641865041046,3.322900388452053,6.475341630203246,14.257576603395881,11.489014528072708,13.631567740534699,9.364313402751062,11.060650104350229,4.932827532804493,9.475808331710518
8.053044367453804,8.058850519973983,4.114089418636021,12.506856762314094,11.936100031786713,13.036085926754605,3.915374900097744,13.570979790573166,13.25313964213885,10.428757539053972
3.8663428329113203,8.241981016707257,13.738810490078892,11.08693637336117,7.697704257785665,5.120187846907483,12.711765878990638,9.260568632657947,7.375122495300449,14.572818543204423
5.44231265315536,4.0968995354418665,3.1477617757926803,11.682891500906125,7.839313266560984,7.922159013505944,11.466318298052851,4.393743958740753,7.59425632782178,6.493044562026318
13.126621319630217,4.702271408167601,5.974709700692936,7.706221621179087,9.684264186480831,14.519448016425407,3.0383805871814165,10.480202958413418,10.466546384802484,13.478216104870521
12.840518521477513,12.97026852220809,5.131024319781943,7.999935527096308,10.25203967703567,9.458821965126816,7.622786501228452,14.890077720237262,9.515446312034115,5.813476655764365
4.783686696633049,11.733940931997717,13.835303279177857,11.651621316574264,4.799158156532206,8.716959137448972,6.479102382389243,5.275555704183203,8.626726625395484,6.297556056170018
12.67822067802325,11.838042432475365,9.85472455009893,7.5797971161093844,11.589444216568893,12.173786977086628,7.684209524043298,7.582421881693829,13.545160567942078,11.18327162384285
11.581944248977345,4.065120404073606,12.017386975363014,13.740215430982747,5.111628294218566,4.896895976375401,13.318053063744422,5.4005407215098735,11.09765692160566,13.476857930057191
11.493348996676668,7.285461208550844,11.497950196854852,6.425985597005775,4.794542560224167,3.9518973529557946,11.53169958300071,13.731097307820288,7.205130356254449,13.000607718408041
8.156623884485523,4.942181151601159,3.324501226532514,8.597276611026192,6.08721542792691,3.5214762148924876,5.690929608049634,11.417451973421452,12.397665514353692,3.3587675577891827
10.793685638854495,9.446609828661895,10.43572060631556,4.327740938663659,12.760532949955412,4.297296067609334,10.623465044786078,9.905694950385913,13.719628368556968,3.066547942293851
14.770153252358977,10.043163157224408,9.16779239788583,6.402548189326691,3.3374033312121956,3.302667803150273,10.855915875786183,7.5621694249043525,10.602470099538944,9.359688778098494
10.74608649273302,8.250212722615368,8.433582006243821,5.5574561737522075,5.57286670474379,9.91189411795776,11.79544707470866,12.144685721270902,13.259382475445967,12.128692528593126
13.405158675879617,14.547357036987929,13.961259947857368,6.151356926010074,8.81739027015832,4.180383184103707,10.277637584778732,7.14955943410121,12.863899294253624,5.807958618650983
13.884820504117053,9.814328041180111,3.9614221525788853,8.894017992412842,13.530176397201409,14.37477796995919,3.262900047653052,8.36536754009661,7.58978895223762,5.932473903977564
7.087020533514136,11.068286118379753,3.3945532655252837,13.848812357328217,5.282456166610167,7.9515000680093575,14.782616896962875,9.17459837342584,3.8531962696506072,9.66100588977571
3.10261105435858,9.44683896487273,9.918425341276516,10.529445493455674,4.104881885932484,13.31185113671413,8.49133753652784,9.25884898642692,10.173388386548494,3.6637136177809437
12.845649046703214,11.087546540738675,12.837525851181068,12.055945322519195,12.858680207309078,6.9039383021499585,6.490145199355413,14.554740871836886,3.0865754815719373,7.372244375968339
